,Episode,Time Step,Average Reward,Episode Reward
1760,1760,131158,226.7,178.0
1761,1761,131458,215.02,300.0
1762,1762,131575,208.85,117.0
1763,1763,131755,216.74,180.0
1764,1764,131756,215.47,1.0
1765,1765,131895,222.41,139.0
1766,1766,132020,213.23,125.0
1767,1767,132156,239.47,136.0
1768,1768,132469,235.58,313.0
1769,1769,132575,231.11,106.0
1770,1770,132696,217.53,121.0
1771,1771,132873,226.79,177.0
1772,1772,132874,224.92,1.0
1773,1773,132982,202.08,108.0
1774,1774,133222,212.6,240.0
1775,1775,133372,205.07,150.0
1776,1776,133686,208.48,314.0
1777,1777,133886,204.96,200.0
1778,1778,134072,204.39,186.0
1779,1779,134073,204.98,1.0
1780,1780,134336,220.15,263.0
1781,1781,134459,216.27,123.0
1782,1782,134763,213.02,304.0
1783,1783,134974,211.07,211.0
1784,1784,135113,222.57,139.0
1785,1785,135319,216.24,206.0
1786,1786,135572,226.9,253.0
1787,1787,135573,227.18,1.0
1788,1788,135762,226.6,189.0
1789,1789,135991,221.46,229.0
1790,1790,136099,238.36,108.0
1791,1791,136245,223.39,146.0
1792,1792,136368,207.49,123.0
1793,1793,136868,242.94,500.0
1794,1794,137063,215.22,195.0
1795,1795,137278,215.0,215.0
1796,1796,137448,220.69,170.0
1797,1797,137630,222.91,182.0
1798,1798,137778,238.19,148.0
1799,1799,137956,238.3,178.0
1800,1800,137957,235.34,1.0
1801,1801,138359,234.51,402.0
1802,1802,138485,226.17,126.0
1803,1803,138486,218.25,1.0
1804,1804,138611,220.39,125.0
1805,1805,138735,213.12,124.0
1806,1806,138886,218.44,151.0
1807,1807,138887,220.23,1.0
1808,1808,139043,208.68,156.0
1809,1809,139175,219.12,132.0
1810,1810,139309,220.66,134.0
1811,1811,139310,219.31,1.0
1812,1812,139481,216.21,171.0
1813,1813,139822,220.26,341.0
1814,1814,139978,236.05,156.0
1815,1815,140243,212.18,265.0
1816,1816,140244,213.06,1.0
1817,1817,140559,220.46,315.0
1818,1818,140726,225.64,167.0
1819,1819,140861,218.1,135.0
1820,1820,141050,216.33,189.0
1821,1821,141273,222.1,223.0
1822,1822,141274,221.03,1.0
1823,1823,141438,219.0,164.0
1824,1824,141938,215.59,500.0
1825,1825,142304,230.41,366.0
1826,1826,142445,229.4,141.0
1827,1827,142612,233.78,167.0
1828,1828,142818,223.68,206.0
1829,1829,142941,212.29,123.0
1830,1830,143087,244.23,146.0
1831,1831,143088,244.2,1.0
1832,1832,143089,240.06,1.0
1833,1833,143205,246.58,116.0
1834,1834,143393,227.0,188.0
1835,1835,143539,221.58,146.0
1836,1836,143745,231.11,206.0
1837,1837,143917,232.26,172.0
1838,1838,144188,231.19,271.0
1839,1839,144333,234.06,145.0
1840,1840,144527,226.5,194.0
1841,1841,144995,223.52,468.0
1842,1842,145167,214.92,172.0
1843,1843,145468,222.84,301.0
1844,1844,145582,228.79,114.0
1845,1845,145750,229.44,168.0
1846,1846,146079,231.94,329.0
1847,1847,146344,223.08,265.0
1848,1848,146525,219.95,181.0
1849,1849,146743,219.02,218.0
1850,1850,146744,227.58,1.0
1851,1851,147244,234.13,500.0
1852,1852,147429,230.81,185.0
1853,1853,147594,228.42,165.0
1854,1854,147786,222.54,192.0
1855,1855,147945,230.98,159.0
1856,1856,148097,233.39,152.0
1857,1857,148376,230.39,279.0
1858,1858,148598,240.64,222.0
1859,1859,148755,229.68,157.0
1860,1860,148873,229.62,118.0
1861,1861,148874,236.28,1.0
1862,1862,148875,233.21,1.0
1863,1863,149002,228.33,127.0
1864,1864,149179,235.2,177.0
1865,1865,149332,226.26,153.0
1866,1866,149473,247.61,141.0
1867,1867,149607,263.05,134.0
1868,1868,149748,236.12,141.0
1869,1869,149983,235.86,235.0
1870,1870,150110,223.58,127.0
1871,1871,150280,241.34,170.0
1872,1872,150713,236.32,433.0
1873,1873,150987,232.68,274.0
1874,1874,150988,231.16,1.0
1875,1875,151127,226.45,139.0
1876,1876,151243,219.94,116.0
1877,1877,151387,229.1,144.0
1878,1878,151807,232.78,420.0
1879,1879,151808,239.01,1.0
1880,1880,151946,238.39,138.0
1881,1881,152232,222.34,286.0
1882,1882,152233,221.66,1.0
1883,1883,152234,222.32,1.0
1884,1884,152349,233.24,115.0
1885,1885,152616,238.19,267.0
1886,1886,153003,239.21,387.0
1887,1887,153146,248.77,143.0
1888,1888,153333,241.02,187.0
1889,1889,153790,227.65,457.0
1890,1890,154080,230.37,290.0
1891,1891,154250,236.0,170.0
1892,1892,154398,224.74,148.0
1893,1893,154399,222.38,1.0
1894,1894,154567,238.53,168.0
1895,1895,154847,229.31,280.0
1896,1896,154960,230.2,113.0
1897,1897,155328,218.56,368.0
1898,1898,155758,228.86,430.0
1899,1899,155917,224.66,159.0
1900,1900,156129,242.2,212.0
1901,1901,156315,228.57,186.0
1902,1902,156554,230.54,239.0
1903,1903,156770,234.1,216.0
1904,1904,157033,245.1,263.0
1905,1905,157156,233.47,123.0
1906,1906,157313,235.8,157.0
1907,1907,157599,234.48,286.0
1908,1908,157801,237.15,202.0
1909,1909,157959,244.91,158.0
1910,1910,158223,227.93,264.0
1911,1911,158224,237.79,1.0
1912,1912,158519,216.64,295.0
1913,1913,158816,218.36,297.0
1914,1914,158944,229.75,128.0
1915,1915,158945,224.63,1.0
1916,1916,159091,227.82,146.0
1917,1917,159227,225.74,136.0
1918,1918,159331,223.81,104.0
1919,1919,159505,225.54,174.0
1920,1920,159684,240.07,179.0
1921,1921,159685,225.03,1.0
1922,1922,159892,245.17,207.0
1923,1923,160326,242.97,434.0
1924,1924,160521,262.49,195.0
1925,1925,160683,308.49,162.0
1926,1926,160849,239.72,166.0
1927,1927,161026,255.84,177.0
1928,1928,161161,253.89,135.0
1929,1929,161270,285.43,109.0
1930,1930,161770,264.35,500.0
1931,1931,162081,242.77,311.0
1932,1932,162365,254.68,284.0
1933,1933,162495,256.74,130.0
1934,1934,162496,253.64,1.0
1935,1935,162497,248.46,1.0
1936,1936,162609,241.74,112.0
1937,1937,162745,259.54,136.0
1938,1938,162881,248.77,136.0
1939,1939,162882,250.45,1.0
1940,1940,163020,245.61,138.0
1941,1941,163164,249.12,144.0
1942,1942,163165,250.7,1.0
1943,1943,163307,262.79,142.0
1944,1944,163652,264.48,345.0
1945,1945,163949,265.62,297.0
1946,1946,164148,255.22,199.0
1947,1947,164149,259.62,1.0
1948,1948,164408,264.5,259.0
1949,1949,164527,280.15,119.0
1950,1950,164528,289.07,1.0
1951,1951,164713,256.37,185.0
1952,1952,164954,275.94,241.0
1953,1953,164955,270.98,1.0
1954,1954,165075,290.34,120.0
1955,1955,165230,275.79,155.0
1956,1956,165394,283.74,164.0
1957,1957,165645,305.45,251.0
1958,1958,165646,308.48,1.0
1959,1959,165822,270.48,176.0
1960,1960,165976,332.67,154.0
1961,1961,166155,347.62,179.0
1962,1962,166260,276.65,105.0
1963,1963,166435,288.84,175.0
1964,1964,166912,310.02,477.0
1965,1965,167356,355.13,444.0
1966,1966,167553,359.56,197.0
1967,1967,168053,341.49,500.0
1968,1968,168216,358.02,163.0
1969,1969,168217,357.99,1.0
1970,1970,168218,377.87,1.0
1971,1971,168362,324.01,144.0
1972,1972,168466,364.93,104.0
1973,1973,168612,282.34,146.0
1974,1974,168834,294.2,222.0
1975,1975,168980,318.35,146.0
1976,1976,169135,299.04,155.0
1977,1977,169136,300.21,1.0
1978,1978,169232,305.56,96.0
1979,1979,169361,298.18,129.0
1980,1980,169504,340.29,143.0
1981,1981,169699,259.07,195.0
1982,1982,170199,300.71,500.0
1983,1983,170334,272.32,135.0
1984,1984,170522,308.52,188.0
1985,1985,171022,371.44,500.0
1986,1986,171156,352.97,134.0
1987,1987,171263,374.69,107.0
1988,1988,171755,343.67,492.0
1989,1989,171889,370.64,134.0
1990,1990,172389,331.63,500.0
1991,1991,172494,332.52,105.0
1992,1992,172648,356.74,154.0
1993,1993,172649,329.98,1.0
1994,1994,172756,355.85,107.0
1995,1995,173014,358.01,258.0
1996,1996,173015,344.23,1.0
1997,1997,173515,283.82,500.0
1998,1998,173763,273.43,248.0
1999,1999,174263,332.85,500.0
2000,2000,174372,256.41,109.0
2001,2001,174373,252.8,1.0
2002,2002,174573,253.45,200.0
2003,2003,174858,306.82,285.0
2004,2004,174859,292.84,1.0
2005,2005,175025,320.39,166.0
2006,2006,175374,259.75,349.0
2007,2007,175874,290.33,500.0
2008,2008,175966,254.51,92.0
2009,2009,176116,270.92,150.0
2010,2010,176375,270.5,259.0
2011,2011,176376,258.96,1.0
2012,2012,176509,290.15,133.0
2013,2013,176788,277.32,279.0
2014,2014,177171,268.55,383.0
2015,2015,177295,235.63,124.0
2016,2016,177533,248.23,238.0
2017,2017,177705,284.2,172.0
2018,2018,177838,371.55,133.0
2019,2019,178089,300.2,251.0
2020,2020,178372,341.98,283.0
2021,2021,178511,251.49,139.0
2022,2022,178731,263.66,220.0
2023,2023,178897,325.29,166.0
2024,2024,179138,342.64,241.0
2025,2025,179321,296.97,183.0
2026,2026,179821,310.87,500.0
2027,2027,179822,314.27,1.0
2028,2028,180221,373.4,399.0
2029,2029,180410,385.98,189.0
2030,2030,180411,358.21,1.0
2031,2031,180911,375.42,500.0
2032,2032,181009,352.21,98.0
2033,2033,181153,383.25,144.0
2034,2034,181653,347.03,500.0
2035,2035,181974,384.18,321.0
2036,2036,182132,342.42,158.0
2037,2037,182270,318.95,138.0
2038,2038,182519,354.63,249.0
2039,2039,183019,384.85,500.0
2040,2040,183519,380.03,500.0
2041,2041,184019,369.21,500.0
2042,2042,184182,314.96,163.0
2043,2043,184682,278.27,500.0
2044,2044,184846,368.11,164.0
2045,2045,185346,361.14,500.0
2046,2046,185846,338.35,500.0
2047,2047,186002,362.13,156.0
2048,2048,186459,277.78,457.0
2049,2049,186789,344.07,330.0
2050,2050,186885,355.95,96.0
2051,2051,187385,379.1,500.0
2052,2052,187546,376.68,161.0
2053,2053,187660,342.49,114.0
2054,2054,187759,338.23,99.0
2055,2055,187838,361.57,79.0
2056,2056,187951,347.02,113.0
2057,2057,188070,398.55,119.0
2058,2058,188257,357.8,187.0
2059,2059,188757,341.6,500.0
2060,2060,189257,337.48,500.0
2061,2061,189465,361.06,208.0
2062,2062,189625,392.63,160.0
2063,2063,189626,386.29,1.0
2064,2064,189627,391.17,1.0
2065,2065,189777,403.68,150.0
2066,2066,189876,377.95,99.0
2067,2067,190049,325.65,173.0
2068,2068,190196,361.74,147.0
2069,2069,190378,358.82,182.0
2070,2070,190512,372.55,134.0
2071,2071,190673,334.26,161.0
2072,2072,190913,394.86,240.0
2073,2073,191413,326.47,500.0
2074,2074,191913,396.37,500.0
2075,2075,192045,367.76,132.0
2076,2076,192545,393.69,500.0
2077,2077,192814,380.85,269.0
2078,2078,193314,380.47,500.0
2079,2079,193515,377.77,201.0
2080,2080,193516,387.74,1.0
2081,2081,193517,380.13,1.0
2082,2082,193674,385.28,157.0
2083,2083,193815,351.42,141.0
2084,2084,193951,423.69,136.0
2085,2085,194451,392.14,500.0
2086,2086,194951,394.73,500.0
2087,2087,194952,398.51,1.0
2088,2088,195301,403.94,349.0
2089,2089,195415,405.37,114.0
2090,2090,195915,372.98,500.0
2091,2091,196079,393.6,164.0
2092,2092,196230,393.24,151.0
2093,2093,196496,410.73,266.0
2094,2094,196497,386.72,1.0
2095,2095,196891,408.39,394.0
2096,2096,197042,374.49,151.0
2097,2097,197542,423.09,500.0
2098,2098,197763,390.02,221.0
2099,2099,197908,415.56,145.0
2100,2100,198251,395.99,343.0
2101,2101,198252,401.54,1.0
2102,2102,198398,414.14,146.0
2103,2103,198898,394.87,500.0
2104,2104,199186,381.91,288.0
2105,2105,199686,435.79,500.0
2106,2106,199892,405.99,206.0
2107,2107,200048,394.92,156.0
2108,2108,200249,414.15,201.0
2109,2109,200563,400.13,314.0
2110,2110,200967,396.58,404.0
2111,2111,201131,431.71,164.0
2112,2112,201237,415.06,106.0
2113,2113,201546,415.63,309.0
2114,2114,201547,423.89,1.0
2115,2115,201803,445.73,256.0
2116,2116,201933,411.9,130.0
2117,2117,202146,385.72,213.0
2118,2118,202261,373.87,115.0
2119,2119,202761,375.52,500.0
2120,2120,202917,391.46,156.0
2121,2121,203023,408.47,106.0
2122,2122,203170,407.91,147.0
2123,2123,203171,405.45,1.0
2124,2124,203353,377.11,182.0
2125,2125,203841,400.72,488.0
2126,2126,204052,408.72,211.0
2127,2127,204158,415.35,106.0
2128,2128,204316,406.3,158.0
2129,2129,204439,398.0,123.0
2130,2130,204887,395.64,448.0
2131,2131,205027,380.42,140.0
2132,2132,205118,389.74,91.0
2133,2133,205292,428.12,174.0
2134,2134,205522,420.73,230.0
2135,2135,205660,411.82,138.0
2136,2136,205885,411.56,225.0
2137,2137,206385,419.86,500.0
2138,2138,206885,419.06,500.0
2139,2139,207095,417.45,210.0
2140,2140,207595,430.26,500.0
2141,2141,208095,402.67,500.0
2142,2142,208096,435.64,1.0
2143,2143,208333,428.71,237.0
2144,2144,208470,441.96,137.0
2145,2145,208970,431.93,500.0
2146,2146,209470,400.97,500.0
2147,2147,209611,437.66,141.0
2148,2148,209751,433.35,140.0
2149,2149,209752,450.33,1.0
2150,2150,209908,424.12,156.0
2151,2151,210396,410.32,488.0
2152,2152,210896,428.63,500.0
2153,2153,210982,438.15,86.0
2154,2154,211128,446.64,146.0
2155,2155,211252,452.3,124.0
2156,2156,211752,458.88,500.0
2157,2157,212252,429.83,500.0
2158,2158,212253,415.64,1.0
2159,2159,212376,406.68,123.0
2160,2160,212506,418.31,130.0
2161,2161,212718,421.81,212.0
2162,2162,212842,420.2,124.0
2163,2163,212963,446.25,121.0
2164,2164,213216,442.01,253.0
2165,2165,213217,454.24,1.0
2166,2166,213218,437.06,1.0
2167,2167,213359,411.85,141.0
2168,2168,213859,446.86,500.0
2169,2169,214025,427.99,166.0
2170,2170,214026,443.56,1.0
2171,2171,214157,433.62,131.0
2172,2172,214307,439.55,150.0
2173,2173,214593,451.62,286.0
2174,2174,215086,445.48,493.0
2175,2175,215236,446.85,150.0
2176,2176,215444,450.82,208.0
2177,2177,215633,450.79,189.0
2178,2178,216133,448.99,500.0
2179,2179,216238,442.09,105.0
2180,2180,216738,447.56,500.0
2181,2181,216952,448.71,214.0
2182,2182,217088,440.31,136.0
2183,2183,217536,419.38,448.0
2184,2184,217643,451.22,107.0
2185,2185,217853,447.25,210.0
2186,2186,218037,430.99,184.0
2187,2187,218125,440.86,88.0
2188,2188,218217,434.31,92.0
2189,2189,218364,439.73,147.0
2190,2190,218864,467.84,500.0
2191,2191,219030,458.65,166.0
2192,2192,219366,459.95,336.0
2193,2193,219462,433.51,96.0
2194,2194,219710,418.35,248.0
2195,2195,219711,433.32,1.0
2196,2196,220211,440.2,500.0
2197,2197,220596,468.51,385.0
2198,2198,220698,435.11,102.0
2199,2199,221198,430.82,500.0
2200,2200,221305,441.13,107.0
2201,2201,221805,457.42,500.0
2202,2202,221962,439.55,157.0
2203,2203,222123,417.95,161.0
2204,2204,222238,454.36,115.0
2205,2205,222341,443.4,103.0
2206,2206,222476,412.8,135.0
2207,2207,222643,454.3,167.0
2208,2208,222811,446.08,168.0
2209,2209,223009,469.69,198.0
2210,2210,223010,469.37,1.0
2211,2211,223121,462.9,111.0
2212,2212,223220,434.29,99.0
2213,2213,223221,454.88,1.0
2214,2214,223620,450.33,399.0
2215,2215,223902,458.06,282.0
2216,2216,224085,457.96,183.0
2217,2217,224086,450.99,1.0
2218,2218,224087,441.21,1.0
2219,2219,224088,459.59,1.0
2220,2220,224588,453.78,500.0
2221,2221,224998,452.78,410.0
2222,2222,225191,478.38,193.0
2223,2223,225543,465.99,352.0
2224,2224,225643,459.96,100.0
2225,2225,225644,457.46,1.0
2226,2226,226144,466.44,500.0
2227,2227,226415,458.56,271.0
2228,2228,226537,478.75,122.0
2229,2229,226707,460.67,170.0
2230,2230,226889,478.74,182.0
2231,2231,227389,460.18,500.0
2232,2232,227889,475.9,500.0
2233,2233,228039,469.88,150.0
2234,2234,228539,479.76,500.0
2235,2235,228624,472.32,85.0
2236,2236,228805,482.34,181.0
2237,2237,228806,464.44,1.0
2238,2238,229190,473.75,384.0
2239,2239,229191,470.12,1.0
2240,2240,229691,476.62,500.0
2241,2241,229851,483.58,160.0
2242,2242,229990,481.3,139.0
2243,2243,230484,470.95,494.0
2244,2244,230984,464.63,500.0
2245,2245,231162,479.36,178.0
2246,2246,231662,469.72,500.0
2247,2247,231765,475.33,103.0
2248,2248,231886,486.59,121.0
2249,2249,232386,482.77,500.0
2250,2250,232509,481.4,123.0
2251,2251,232510,482.39,1.0
2252,2252,232635,475.08,125.0
2253,2253,232739,471.03,104.0
2254,2254,233136,469.65,397.0
2255,2255,233559,478.27,423.0
2256,2256,233956,482.0,397.0
2257,2257,234072,481.9,116.0
2258,2258,234263,484.46,191.0
2259,2259,234375,468.73,112.0
2260,2260,234875,478.12,500.0
2261,2261,235296,470.25,421.0
2262,2262,235430,483.58,134.0
2263,2263,235532,490.74,102.0
2264,2264,235670,478.29,138.0
2265,2265,235851,479.75,181.0
2266,2266,235937,486.75,86.0
2267,2267,236348,485.25,411.0
2268,2268,236848,470.07,500.0
2269,2269,236974,470.76,126.0
2270,2270,237330,483.32,356.0
2271,2271,237822,481.45,492.0
2272,2272,238254,483.36,432.0
2273,2273,238609,486.01,355.0
2274,2274,238735,476.17,126.0
2275,2275,239092,461.62,357.0
2276,2276,239093,483.77,1.0
2277,2277,239593,483.52,500.0
2278,2278,239749,484.23,156.0
2279,2279,239892,489.94,143.0
2280,2280,240318,481.57,426.0
2281,2281,240414,481.92,96.0
2282,2282,240614,483.42,200.0
2283,2283,240615,476.86,1.0
2284,2284,241034,488.57,419.0
2285,2285,241035,473.48,1.0
2286,2286,241225,481.57,190.0
2287,2287,241720,487.93,495.0
2288,2288,241868,483.84,148.0
2289,2289,241869,473.92,1.0
2290,2290,242301,484.62,432.0
2291,2291,242302,487.38,1.0
2292,2292,242667,483.86,365.0
2293,2293,243167,486.69,500.0
2294,2294,243667,486.06,500.0
2295,2295,243890,468.01,223.0
2296,2296,244390,464.17,500.0
2297,2297,244750,476.33,360.0
2298,2298,245250,474.09,500.0
2299,2299,245545,469.75,295.0
2300,2300,246012,481.77,467.0
2301,2301,246432,476.73,420.0
2302,2302,246555,471.02,123.0
2303,2303,246764,468.76,209.0
2304,2304,246877,474.67,113.0
2305,2305,246878,476.02,1.0
2306,2306,247013,474.02,135.0
2307,2307,247383,469.55,370.0
2308,2308,247384,481.69,1.0
2309,2309,247526,470.8,142.0
2310,2310,247725,459.65,199.0
2311,2311,247830,471.88,105.0
2312,2312,248222,468.22,392.0
2313,2313,248223,463.58,1.0
2314,2314,248473,474.0,250.0
2315,2315,248973,481.19,500.0
2316,2316,249102,472.35,129.0
2317,2317,249103,479.79,1.0
2318,2318,249466,466.78,363.0
2319,2319,249857,478.91,391.0
2320,2320,249858,469.1,1.0
2321,2321,250037,479.13,179.0
2322,2322,250174,475.19,137.0
2323,2323,250531,465.11,357.0
2324,2324,250993,484.0,462.0
2325,2325,251213,468.87,220.0
2326,2326,251214,465.31,1.0
2327,2327,251357,475.83,143.0
2328,2328,251722,475.24,365.0
2329,2329,252174,467.93,452.0
2330,2330,252635,461.28,461.0
2331,2331,253052,475.04,417.0
2332,2332,253405,467.32,353.0
2333,2333,253406,460.45,1.0
2334,2334,253730,465.02,324.0
2335,2335,254110,470.79,380.0
2336,2336,254111,463.77,1.0
2337,2337,254559,469.22,448.0
2338,2338,254744,463.66,185.0
2339,2339,255132,465.06,388.0
2340,2340,255447,457.9,315.0
2341,2341,255599,453.4,152.0
2342,2342,255600,447.67,1.0
2343,2343,255693,450.25,93.0
2344,2344,256193,455.73,500.0
2345,2345,256314,442.87,121.0
2346,2346,256741,436.91,427.0
2347,2347,256742,440.42,1.0
2348,2348,257242,448.63,500.0
2349,2349,257665,458.79,423.0
2350,2350,257788,443.55,123.0
2351,2351,257789,443.27,1.0
2352,2352,257912,454.27,123.0
2353,2353,257913,455.78,1.0
2354,2354,258413,460.06,500.0
2355,2355,258724,456.88,311.0
2356,2356,259194,450.72,470.0
2357,2357,259594,452.38,400.0
2358,2358,259712,444.49,118.0
2359,2359,259817,440.42,105.0
2360,2360,259912,453.17,95.0
2361,2361,260305,456.74,393.0
2362,2362,260805,453.86,500.0
2363,2363,261105,433.95,300.0
2364,2364,261245,435.85,140.0
2365,2365,261246,435.61,1.0
2366,2366,261627,431.41,381.0
2367,2367,262026,435.0,399.0
2368,2368,262408,436.98,382.0
2369,2369,262784,449.47,376.0
2370,2370,262939,439.22,155.0
2371,2371,263439,434.89,500.0
2372,2372,263440,433.11,1.0
2373,2373,263545,431.51,105.0
2374,2374,263942,433.9,397.0
2375,2375,264071,440.91,129.0
2376,2376,264215,424.67,144.0
2377,2377,264603,446.22,388.0
2378,2378,264767,434.72,164.0
2379,2379,264894,434.02,127.0
2380,2380,265252,446.63,358.0
2381,2381,265608,436.44,356.0
2382,2382,266009,427.6,401.0
2383,2383,266145,424.68,136.0
2384,2384,266289,422.97,144.0
2385,2385,266715,428.74,426.0
2386,2386,267138,425.23,423.0
2387,2387,267528,432.89,390.0
2388,2388,267877,427.12,349.0
2389,2389,268285,417.99,408.0
2390,2390,268513,422.97,228.0
2391,2391,268927,428.96,414.0
2392,2392,269061,428.49,134.0
2393,2393,269197,420.43,136.0
2394,2394,269330,419.58,133.0
2395,2395,269762,420.49,432.0
2396,2396,270149,416.7,387.0
2397,2397,270150,416.08,1.0
2398,2398,270504,424.25,354.0
2399,2399,270843,422.59,339.0
2400,2400,271190,422.39,347.0
2401,2401,271191,420.05,1.0
2402,2402,271508,424.45,317.0
2403,2403,271642,417.69,134.0
2404,2404,271878,417.79,236.0
2405,2405,272222,425.15,344.0
2406,2406,272557,421.7,335.0
2407,2407,272558,422.54,1.0
2408,2408,273004,417.17,446.0
2409,2409,273128,424.38,124.0
2410,2410,273598,417.7,470.0
2411,2411,273971,419.15,373.0
2412,2412,273972,420.07,1.0
2413,2413,274326,420.92,354.0
2414,2414,274327,422.55,1.0
2415,2415,274739,423.02,412.0
2416,2416,275145,419.19,406.0
2417,2417,275479,417.46,334.0
2418,2418,275585,420.45,106.0
2419,2419,275983,416.98,398.0
2420,2420,276316,417.07,333.0
2421,2421,276816,423.36,500.0
2422,2422,277287,422.57,471.0
2423,2423,277288,422.01,1.0
2424,2424,277729,425.12,441.0
2425,2425,277730,421.63,1.0
2426,2426,278103,419.62,373.0
2427,2427,278470,423.86,367.0
2428,2428,278471,424.51,1.0
2429,2429,278842,424.62,371.0
2430,2430,278979,419.76,137.0
2431,2431,279366,427.45,387.0
2432,2432,279794,426.29,428.0
2433,2433,280201,429.1,407.0
2434,2434,280685,427.49,484.0
2435,2435,280686,425.94,1.0
2436,2436,281148,432.6,462.0
2437,2437,281559,433.23,411.0
2438,2438,281932,430.55,373.0
2439,2439,281933,428.36,1.0
2440,2440,281934,428.01,1.0
2441,2441,282345,433.64,411.0
2442,2442,282488,435.08,143.0
2443,2443,282884,436.52,396.0
2444,2444,282885,435.46,1.0
2445,2445,283281,440.12,396.0
2446,2446,283699,439.99,418.0
2447,2447,283700,439.89,1.0
2448,2448,283701,441.42,1.0
2449,2449,284115,443.13,414.0
2450,2450,284521,440.76,406.0
2451,2451,284736,443.46,215.0
2452,2452,284737,447.37,1.0
2453,2453,285101,445.96,364.0
2454,2454,285468,442.57,367.0
2455,2455,285469,441.37,1.0
2456,2456,285886,439.7,417.0
2457,2457,286031,444.33,145.0
2458,2458,286381,446.55,350.0
2459,2459,286826,446.31,445.0
2460,2460,287171,454.22,345.0
2461,2461,287298,449.16,127.0
2462,2462,287460,455.31,162.0
2463,2463,287875,461.69,415.0
2464,2464,288309,460.05,434.0
2465,2465,288424,460.5,115.0
2466,2466,288824,457.47,400.0
2467,2467,289217,456.99,393.0
2468,2468,289389,454.84,172.0
2469,2469,289889,459.56,500.0
2470,2470,290309,462.09,420.0
2471,2471,290739,462.44,430.0
2472,2472,291202,464.98,463.0
2473,2473,291601,471.82,399.0
2474,2474,291602,468.33,1.0
2475,2475,292102,476.54,500.0
2476,2476,292305,476.0,203.0
2477,2477,292772,472.4,467.0
2478,2478,292905,474.19,133.0
2479,2479,293171,476.93,266.0
2480,2480,293570,478.52,399.0
2481,2481,293997,479.09,427.0
2482,2482,293998,480.55,1.0
2483,2483,294425,475.86,427.0
2484,2484,294925,482.6,500.0
2485,2485,295425,487.34,500.0
2486,2486,295834,487.21,409.0
2487,2487,296050,490.26,216.0
2488,2488,296051,491.18,1.0
2489,2489,296539,493.23,488.0
2490,2490,296980,493.81,441.0
2491,2491,297444,494.24,464.0
2492,2492,297885,494.13,441.0
2493,2493,298385,493.5,500.0
2494,2494,298850,494.86,465.0
2495,2495,298851,496.21,1.0
2496,2496,299336,497.85,485.0
2497,2497,299528,498.14,192.0
2498,2498,300025,498.63,497.0
2499,2499,300252,498.63,227.0
2500,2500,300752,499.86,500.0
2501,2501,301232,500.0,480.0
2502,2502,301233,499.88,1.0
2503,2503,301234,498.79,1.0
2504,2504,301734,500.0,500.0
2505,2505,302234,500.0,500.0
2506,2506,302719,498.23,485.0
2507,2507,303197,500.0,478.0
2508,2508,303697,499.42,500.0
2509,2509,304197,500.0,500.0
2510,2510,304697,500.0,500.0
2511,2511,305197,499.82,500.0
2512,2512,305372,500.0,175.0
2513,2513,305872,500.0,500.0
2514,2514,306372,500.0,500.0
2515,2515,306872,500.0,500.0
2516,2516,307019,500.0,147.0
