Timestep,Average Reward,Episode Reward
2625,482.79,0.0
2626,476.01,0.0
2627,471.45,0.0
2628,480.31,0.0
2629,475.49,0.0
2630,474.04,0.0
2631,483.75,0.0
2632,467.01,0.0
2633,479.93,0.0
2634,474.55,0.0
2635,466.37,0.0
2636,465.3,0.0
2637,480.53,0.0
2638,454.0,0.0
2639,465.75,0.0
2640,475.5,0.0
2641,470.89,0.0
2642,477.03,0.0
2643,473.18,0.0
2644,473.04,0.0
2645,466.18,0.0
2646,478.41,0.0
2647,461.83,0.0
2648,483.72,0.0
2649,457.88,0.0
2650,478.45,0.0
2651,477.09,0.0
2652,463.86,0.0
2653,482.26,0.0
2654,476.45,0.0
2655,477.86,0.0
2656,483.22,0.0
2657,474.59,0.0
2658,473.52,0.0
2659,475.8,0.0
2660,480.57,0.0
2661,464.47,0.0
2662,471.3,0.0
2663,470.29,0.0
2664,471.48,0.0
2665,466.39,0.0
2666,480.75,0.0
2667,469.4,0.0
2668,479.76,0.0
2669,469.02,0.0
2670,473.95,0.0
2671,471.91,0.0
2672,474.28,0.0
2673,475.57,0.0
2674,468.62,0.0
2675,475.28,0.0
2676,468.41,0.0
2677,461.99,0.0
2678,473.02,0.0
2679,475.52,0.0
2680,475.31,0.0
2681,472.32,0.0
2682,471.04,0.0
2683,477.86,0.0
2684,483.44,0.0
2685,463.76,0.0
2686,474.13,0.0
2687,471.49,0.0
2688,476.83,0.0
2689,479.95,0.0
2690,469.8,0.0
2691,475.65,0.0
2692,468.54,0.0
2693,474.88,0.0
2694,484.46,0.0
2695,478.03,0.0
2696,471.38,0.0
2697,472.71,0.0
2698,474.47,0.0
2699,479.23,0.0
2700,477.38,0.0
2701,469.21,0.0
2702,475.36,0.0
2703,474.55,0.0
2704,482.7,0.0
2705,477.48,0.0
2706,477.57,0.0
2707,480.81,0.0
2708,474.07,0.0
2709,475.96,0.0
2710,473.29,0.0
2711,476.43,0.0
2712,474.23,0.0
2713,480.91,0.0
2714,480.28,0.0
2715,476.77,0.0
2716,484.59,0.0
2717,479.53,0.0
2718,483.2,0.0
2719,483.98,0.0
2720,481.65,0.0
2721,473.37,0.0
2722,480.41,0.0
2723,480.22,0.0
2724,471.15,0.0
2725,472.99,0.0
2726,484.07,0.0
2727,468.82,0.0
2728,488.48,0.0
2729,468.96,0.0
2730,472.54,0.0
2731,480.79,0.0
2732,465.07,0.0
2733,477.13,0.0
2734,486.78,0.0
2735,468.59,0.0
2736,474.66,0.0
2737,475.47,0.0
2738,482.98,0.0
2739,478.43,0.0
2740,466.99,0.0
2741,475.43,0.0
2742,474.94,0.0
2743,475.84,0.0
2744,481.93,0.0
2745,466.05,0.0
2746,473.94,0.0
2747,484.67,0.0
2748,467.57,0.0
2749,469.04,0.0
2750,482.41,0.0
2751,479.52,0.0
2752,467.19,0.0
2753,470.66,0.0
2754,464.45,0.0
2755,469.38,0.0
2756,469.71,0.0
2757,474.54,0.0
2758,465.61,0.0
2759,474.02,0.0
2760,470.49,0.0
2761,473.0,0.0
2762,484.97,0.0
2763,472.0,0.0
2764,479.26,0.0
2765,481.97,0.0
2766,476.77,0.0
2767,488.08,0.0
2768,458.93,0.0
2769,475.41,0.0
2770,460.45,0.0
2771,477.22,0.0
2772,473.86,0.0
2773,480.92,0.0
2774,475.47,0.0
2775,481.99,0.0
2776,475.96,0.0
2777,485.69,0.0
2778,477.89,0.0
2779,491.19,0.0
2780,488.57,0.0
2781,483.0,0.0
2782,485.19,0.0
2783,482.18,0.0
2784,490.49,0.0
2785,481.15,0.0
2786,478.99,0.0
2787,482.06,0.0
2788,476.46,0.0
2789,472.25,0.0
2790,478.03,0.0
2791,480.99,0.0
2792,476.81,0.0
2793,481.23,0.0
2794,478.88,0.0
2795,481.63,0.0
2796,478.69,0.0
2797,485.26,0.0
2798,486.73,0.0
2799,469.08,0.0
2800,479.5,0.0
2801,473.49,0.0
2802,479.84,0.0
2803,472.57,0.0
2804,485.39,0.0
2805,485.83,0.0
2806,475.5,0.0
2807,465.35,0.0
2808,477.78,0.0
2809,483.52,0.0
2810,478.99,0.0
2811,481.61,0.0
2812,486.87,0.0
2813,481.29,0.0
2814,476.49,0.0
2815,486.94,0.0
2816,491.42,0.0
2817,473.23,0.0
2818,477.89,0.0
2819,479.94,0.0
2820,486.61,0.0
2821,475.79,0.0
2822,471.01,0.0
2823,469.14,0.0
2824,488.92,0.0
2825,479.56,0.0
2826,457.91,0.0
2827,469.66,0.0
2828,474.51,0.0
2829,470.99,0.0
2830,480.57,0.0
2831,474.17,0.0
2832,484.76,0.0
2833,485.31,0.0
2834,484.04,0.0
2835,476.45,0.0
2836,480.77,0.0
2837,485.41,0.0
2838,488.37,0.0
2839,487.64,0.0
2840,476.98,0.0
2841,471.71,0.0
2842,475.51,0.0
2843,478.3,0.0
2844,481.54,0.0
2845,483.49,0.0
2846,479.95,0.0
2847,476.49,0.0
2848,480.04,0.0
2849,475.64,0.0
2850,475.89,0.0
2851,460.44,0.0
2852,483.07,0.0
2853,472.7,0.0
2854,484.75,0.0
2855,470.93,0.0
2856,476.57,0.0
2857,470.47,0.0
2858,473.86,0.0
2859,475.95,0.0
2860,465.14,0.0
2861,478.62,0.0
2862,476.17,0.0
2863,473.18,0.0
2864,469.26,0.0
2865,474.33,0.0
2866,475.38,0.0
2867,474.59,0.0
2868,474.4,0.0
2869,482.43,0.0
2870,475.79,0.0
2871,480.18,0.0
2872,485.5,0.0
2873,474.59,0.0
2874,481.07,0.0
2875,483.42,0.0
2876,472.93,0.0
2877,478.07,0.0
2878,480.99,0.0
2879,474.95,0.0
2880,473.13,0.0
2881,477.93,0.0
2882,467.46,0.0
2883,460.47,0.0
2884,477.4,0.0
2885,480.71,0.0
2886,463.98,0.0
2887,475.54,0.0
2888,475.25,0.0
2889,469.05,0.0
2890,476.78,0.0
2891,468.77,0.0
2892,475.76,0.0
2893,488.41,0.0
2894,477.69,0.0
2895,479.83,0.0
2896,470.15,0.0
2897,469.17,0.0
2898,483.06,0.0
2899,479.39,0.0
2900,472.39,0.0
2901,483.79,0.0
2902,479.71,0.0
2903,475.16,0.0
2904,472.01,0.0
2905,485.04,0.0
2906,478.68,0.0
2907,465.0,0.0
2908,471.29,0.0
2909,476.82,0.0
2910,480.05,0.0
2911,483.1,0.0
2912,489.38,0.0
2913,485.54,0.0
2914,478.23,0.0
2915,482.08,0.0
2916,476.29,0.0
2917,472.57,0.0
2918,474.85,0.0
2919,483.69,0.0
2920,475.61,0.0
2921,479.5,0.0
2922,479.74,0.0
2923,479.86,0.0
2924,478.93,0.0
2925,468.78,0.0
2926,481.78,0.0
2927,469.81,0.0
2928,469.78,0.0
2929,474.97,0.0
2930,476.25,0.0
2931,473.62,0.0
2932,475.22,0.0
2933,462.57,0.0
2934,475.36,0.0
2935,475.91,0.0
2936,472.74,0.0
2937,477.22,0.0
2938,482.84,0.0
2939,487.24,0.0
2940,478.86,0.0
2941,479.26,0.0
2942,483.2,0.0
2943,479.44,0.0
2944,481.35,0.0
2945,479.46,0.0
2946,476.85,0.0
2947,474.34,0.0
2948,476.12,0.0
2949,489.05,0.0
2950,470.99,0.0
2951,470.11,0.0
2952,477.02,0.0
2953,485.83,0.0
2954,473.25,0.0
2955,472.68,0.0
2956,483.26,0.0
2957,482.03,0.0
2958,481.4,0.0
2959,469.78,0.0
2960,480.53,0.0
2961,481.67,0.0
2962,477.29,0.0
2963,472.91,0.0
2964,478.77,0.0
2965,475.83,0.0
2966,475.46,0.0
2967,479.63,0.0
2968,484.46,0.0
2969,490.06,0.0
2970,485.92,0.0
2971,487.14,0.0
2972,488.92,0.0
2973,483.53,0.0
2974,479.89,0.0
2975,482.37,0.0
2976,482.51,0.0
2977,488.83,0.0
2978,475.99,0.0
2979,484.1,0.0
2980,482.6,0.0
2981,488.5,0.0
2982,483.07,0.0
2983,480.94,0.0
2984,488.38,0.0
2985,489.19,0.0
2986,483.85,0.0
2987,486.8,0.0
2988,483.4,0.0
2989,485.06,0.0
2990,485.58,0.0
2991,485.57,0.0
2992,482.28,0.0
2993,480.57,0.0
2994,479.78,0.0
2995,487.73,0.0
2996,476.17,0.0
2997,474.02,0.0
2998,475.15,0.0
2999,473.14,0.0
3000,480.92,0.0
3497,500.0,497.0
3866,500.0,369.0
4211,499.99,345.0
4711,500.0,500.0
4886,500.0,175.0
5386,500.0,500.0
5886,500.0,500.0
6386,500.0,500.0
